student_id,study_level,video_completion_pct,lecture_duration_min,pause_count,rewatch_count,quiz_attempts,quiz_score_pct,notes_taken,questions_asked,login_delay_min,sessions_per_week,screen_time_hours,completion_ratio,quiz_efficiency,engagement_score,performance_category,next_quiz_score,reference_behavior_group
S1399,Good,79.7,46.1,11,3,4,65.4,Yes,3,0.6,6,2.8,0.797,16.35,90.3,Good,72.7,Quiz-focused learners
S1400,Good,75.4,57.5,5,2,3,53.2,Sometimes,0,5.5,1,5.8,0.754,17.75,26.5,Poor,43.3,Mixed learners
S1401,Poor,40.3,54.8,4,4,4,29.2,Sometimes,1,0.0,6,3.6,0.403,7.3,66.9,Low,36.5,Quiz-focused learners
S1402,Very Good,98.1,50.6,4,2,3,61.0,Yes,4,14.7,6,2.7,0.981,20.33,83.2,Good,76.4,Mixed learners
S1403,Medium,66.2,51.5,4,2,1,51.2,Yes,1,19.8,6,5.0,0.662,51.21,44.8,Poor,66.1,Mixed learners
S1404,Good,68.8,46.6,9,4,2,60.8,Yes,2,19.7,7,0.5,0.688,30.39,53.3,Low,70.9,Mixed learners
S1405,Medium,78.1,30.4,0,3,2,60.0,No,2,16.6,9,1.3,0.781,29.99,88.2,Very Good,78.4,Last-minute learners
S1406,Very Good,100.0,56.3,10,3,4,58.2,Yes,1,6.6,4,4.2,1.0,14.55,59.4,Low,79.8,Quiz-focused learners
S1407,Medium,75.0,46.8,1,3,1,73.6,Yes,1,5.4,5,4.6,0.75,73.61,77.6,Good,81.3,Mixed learners
S1408,Poor,61.7,42.4,4,0,4,49.9,No,4,0.0,4,3.8,0.617,12.47,77.6,Good,56.3,Quiz-focused learners
S1409,Very Good,94.7,24.4,4,4,4,72.8,Sometimes,2,22.3,5,1.7,0.947,18.2,47.2,Poor,78.5,Last-minute learners
S1410,Poor,54.2,37.9,7,4,5,43.2,Sometimes,2,11.3,8,3.0,0.542,8.64,68.5,Medium,51.1,Quiz-focused learners
S1411,Medium,82.4,38.4,0,0,2,61.3,Sometimes,2,4.6,2,5.2,0.824,30.66,58.0,Low,66.1,Complete learners
S1412,Very Good,91.7,54.6,6,2,3,68.0,Yes,3,17.3,3,5.5,0.917,22.66,45.1,Poor,82.3,Last-minute learners
S1413,Very Good,96.1,41.9,11,2,5,73.0,Sometimes,2,1.2,7,4.5,0.961,14.6,95.4,Very Good,84.7,Quiz-focused learners
S1414,Good,88.6,35.2,1,2,2,68.3,Yes,1,10.8,7,6.6,0.886,34.16,86.5,Very Good,90.7,Mixed learners
S1415,Good,80.7,59.1,6,3,1,63.3,Yes,2,6.8,4,5.2,0.807,63.27,64.3,Medium,62.4,Mixed learners
S1416,Medium,82.9,24.4,3,5,1,54.8,Sometimes,1,12.5,6,3.2,0.829,54.8,63.5,Medium,61.3,Rewatch learners
S1417,Low,63.6,36.9,6,5,3,44.0,Yes,2,7.6,5,4.0,0.636,14.68,61.0,Low,60.6,Rewatch learners
S1418,Medium,69.0,21.7,5,0,1,53.7,Sometimes,2,0.0,8,2.0,0.69,53.69,100.0,Very Good,67.5,Mixed learners
S1419,Good,90.3,49.6,3,4,2,68.1,Yes,2,8.5,5,4.3,0.903,34.05,77.7,Good,84.1,Mixed learners
S1420,Good,78.8,56.7,6,5,3,53.7,No,2,15.3,7,6.5,0.788,17.89,64.6,Medium,67.1,Last-minute learners
S1421,Good,86.2,31.2,10,3,3,67.3,Yes,2,7.8,10,5.7,0.862,22.44,100.0,Very Good,81.6,Mixed learners
S1422,Good,85.9,54.3,4,5,3,70.3,No,1,13.4,6,7.0,0.859,23.43,64.3,Medium,75.4,Rewatch learners
S1423,Poor,63.7,31.7,7,7,3,41.3,Sometimes,0,0.7,5,4.0,0.637,13.78,58.7,Medium,44.2,Rewatch learners
S1424,Medium,78.8,56.4,1,5,4,48.8,Yes,2,7.8,6,6.9,0.788,12.19,82.2,Good,59.8,Rewatch learners
S1425,Poor,54.8,50.2,2,3,1,43.5,Sometimes,0,3.6,4,4.2,0.548,43.54,49.6,Poor,53.2,Mixed learners
S1426,Medium,81.5,52.2,6,5,2,59.2,Sometimes,0,13.2,9,7.1,0.815,29.58,76.9,Good,79.4,Rewatch learners
S1427,Medium,86.1,20.7,9,3,2,54.6,Sometimes,2,8.2,5,4.5,0.861,27.28,61.1,Medium,67.7,Mixed learners
S1428,Very Good,98.5,58.5,6,3,3,75.1,Yes,1,12.8,4,5.8,0.985,25.04,55.8,Low,73.3,Mixed learners
S1429,Medium,75.1,49.1,4,2,4,57.2,No,0,15.6,3,7.2,0.751,14.29,24.5,Poor,58.2,Last-minute learners
S1430,Poor,44.5,32.2,5,6,3,40.3,No,0,12.8,7,4.2,0.445,13.45,46.5,Poor,43.4,Rewatch learners
S1431,Low,56.5,53.2,1,1,4,33.9,Sometimes,1,9.9,6,4.9,0.565,8.48,58.2,Medium,53.5,Quiz-focused learners
S1432,Good,83.6,31.3,7,6,1,47.1,Sometimes,1,1.0,4,6.8,0.836,47.07,63.1,Low,56.0,Rewatch learners
S1433,Good,81.1,54.9,8,3,5,58.8,No,3,8.0,6,4.3,0.811,11.75,75.2,Good,63.2,Quiz-focused learners
S1434,Poor,53.5,24.5,4,0,4,27.0,Sometimes,2,4.3,1,2.1,0.535,6.75,27.6,Poor,33.1,Quiz-focused learners
S1435,Poor,55.5,48.1,4,3,3,53.1,Sometimes,1,5.6,5,8.4,0.555,17.69,57.8,Low,52.6,Mixed learners
S1436,Good,90.2,41.6,6,0,5,59.3,No,1,5.4,5,3.7,0.902,11.87,68.7,Medium,77.1,Complete learners
S1437,Poor,54.4,23.9,4,4,1,70.4,Sometimes,4,1.1,8,4.8,0.544,70.44,100.0,Very Good,67.4,Mixed learners
S1438,Good,89.9,29.7,5,4,2,78.9,Yes,2,0.0,3,6.6,0.899,39.46,77.7,Good,72.4,Mixed learners
S1439,Good,86.5,20.5,11,1,2,57.5,No,1,3.3,2,3.4,0.865,28.74,39.6,Poor,50.8,Complete learners
S1440,Poor,39.2,38.8,4,3,3,36.8,Sometimes,1,9.4,3,2.7,0.392,12.26,25.4,Poor,37.8,Mixed learners
S1441,Poor,47.5,32.1,4,6,1,49.3,Yes,1,0.0,2,5.0,0.475,49.33,45.5,Poor,45.6,Rewatch learners
S1442,Very Good,92.8,43.9,3,1,3,75.4,Sometimes,0,8.1,7,1.3,0.928,25.14,82.9,Good,76.2,Complete learners
S1443,Medium,65.3,31.9,7,0,4,36.3,Yes,3,21.3,8,4.0,0.653,9.07,60.0,Low,64.5,Quiz-focused learners
S1444,Medium,79.8,32.0,4,5,3,41.6,Sometimes,2,15.2,5,4.9,0.798,13.87,49.9,Low,60.2,Last-minute learners
S1445,Good,98.2,49.7,3,6,3,59.2,Sometimes,0,19.5,7,4.0,0.982,19.74,58.7,Low,75.9,Last-minute learners
S1446,Very Good,100.0,21.9,9,3,1,69.7,No,5,10.7,5,1.7,1.0,69.66,79.0,Good,85.1,Mixed learners
S1447,Very Good,92.3,56.1,9,5,1,65.5,Yes,0,16.2,4,7.4,0.923,65.51,35.6,Poor,78.0,Last-minute learners
S1448,Good,97.9,54.1,3,5,4,72.6,Yes,1,2.9,4,4.7,0.979,18.16,79.4,Medium,76.2,Rewatch learners
S1449,Medium,76.2,46.7,0,1,3,44.7,No,3,3.5,4,7.1,0.762,14.9,75.6,Good,50.2,Mixed learners
S1450,Poor,52.3,43.7,8,2,2,25.0,Sometimes,1,0.0,1,4.0,0.523,12.5,24.3,Poor,35.5,Mixed learners
S1451,Good,81.1,55.7,3,5,2,63.4,Yes,2,16.3,5,2.9,0.811,31.68,57.9,Low,74.2,Last-minute learners
S1452,Good,83.6,27.4,7,6,1,51.0,Sometimes,2,18.8,4,5.0,0.836,50.99,33.4,Poor,62.0,Last-minute learners
S1453,Medium,71.9,23.2,0,4,1,36.2,Sometimes,1,4.1,6,4.1,0.719,36.2,77.1,Good,49.2,Mixed learners
S1454,Very Good,95.4,29.6,8,1,5,64.1,Yes,3,6.2,5,2.4,0.954,12.81,80.7,Very Good,79.9,Complete learners
S1455,Poor,56.3,51.8,1,6,1,51.7,Yes,1,2.7,4,7.1,0.563,51.67,64.1,Low,52.5,Rewatch learners
S1456,Medium,75.0,21.4,7,1,3,52.8,Sometimes,2,10.7,3,3.4,0.75,17.59,39.0,Poor,57.0,Mixed learners
S1457,Poor,58.5,43.3,5,2,4,42.7,Yes,2,15.9,5,1.2,0.585,10.67,43.8,Poor,61.2,Quiz-focused learners
S1458,Medium,84.5,59.8,2,3,1,56.8,Yes,2,0.0,6,6.9,0.845,56.76,99.9,Very Good,68.3,Mixed learners
S1459,Poor,62.6,54.2,4,6,3,45.2,Sometimes,0,10.9,2,3.6,0.626,15.07,19.2,Poor,39.8,Rewatch learners
S1460,Poor,43.1,40.9,7,4,4,28.6,Sometimes,1,6.1,5,3.4,0.431,7.15,43.2,Poor,33.4,Quiz-focused learners
S1461,Poor,34.6,22.5,5,3,3,29.8,Sometimes,4,8.8,5,1.3,0.346,9.95,53.0,Low,41.8,Mixed learners
S1462,Good,93.5,53.3,7,3,6,66.2,Yes,0,11.2,3,7.6,0.935,11.04,41.0,Poor,74.7,Quiz-focused learners
S1463,Good,75.1,44.0,11,3,1,56.4,Yes,1,6.7,3,2.2,0.751,56.35,40.7,Poor,61.9,Mixed learners
S1464,Good,84.2,24.6,0,4,4,59.2,No,0,7.3,5,4.6,0.842,14.81,66.8,Medium,65.3,Quiz-focused learners
S1465,Very Good,84.6,23.8,10,0,2,50.1,Yes,2,6.5,2,6.1,0.846,25.06,41.6,Poor,62.4,Complete learners
S1466,Medium,60.6,56.4,5,2,3,45.8,Sometimes,4,14.8,5,5.3,0.606,15.27,53.3,Low,49.1,Mixed learners
S1467,Low,69.3,46.8,2,3,3,33.8,No,3,10.9,3,4.4,0.693,11.26,45.2,Poor,46.9,Mixed learners
S1468,Very Good,100.0,53.2,1,0,2,66.4,Sometimes,0,9.5,7,1.4,1.0,33.21,83.7,Good,76.9,Complete learners
S1469,Low,60.4,55.2,4,3,3,58.6,Sometimes,1,0.0,9,3.0,0.604,19.54,100.0,Very Good,63.9,Mixed learners
S1470,Very Good,73.3,42.9,8,2,1,41.2,Yes,0,5.3,3,4.8,0.733,41.18,39.2,Poor,50.4,Mixed learners
S1471,Poor,50.6,40.7,5,6,3,38.1,No,1,14.3,6,3.1,0.506,12.7,42.3,Poor,46.3,Rewatch learners
S1472,Very Good,97.1,37.2,10,6,3,66.3,Yes,3,8.3,3,4.9,0.971,22.11,58.7,Low,74.4,Rewatch learners
S1473,Poor,43.2,32.7,1,2,3,49.4,Sometimes,0,12.6,7,5.7,0.432,16.48,54.3,Low,55.3,Mixed learners
S1474,Very Good,95.5,37.4,5,2,4,59.4,No,3,20.4,2,6.2,0.955,14.84,28.1,Poor,46.9,Last-minute learners
S1475,Medium,74.9,51.0,1,2,3,48.2,Yes,2,15.3,5,2.3,0.749,16.05,57.8,Medium,57.9,Last-minute learners
S1476,Very Good,98.6,44.1,6,2,3,48.6,Sometimes,2,8.7,3,8.5,0.986,16.21,51.9,Low,60.4,Mixed learners
S1477,Poor,56.0,55.7,8,3,1,46.0,Sometimes,1,4.4,4,5.9,0.56,46.01,44.9,Low,57.6,Mixed learners
S1478,Good,78.2,37.7,4,1,2,71.5,Sometimes,2,0.0,2,4.5,0.782,35.77,61.7,Low,61.4,Mixed learners
S1479,Very Good,100.0,44.3,0,0,4,67.2,Yes,1,6.8,6,6.5,1.0,16.8,91.8,Very Good,82.8,Complete learners
S1480,Medium,73.7,45.3,6,4,4,53.0,Sometimes,1,5.7,3,8.8,0.737,13.25,45.0,Poor,64.7,Quiz-focused learners
S1481,Good,85.8,43.7,6,4,2,61.2,No,6,10.7,6,1.9,0.858,30.59,89.8,Very Good,64.8,Mixed learners
S1482,Good,78.5,48.1,6,1,3,55.3,No,2,6.9,4,4.1,0.785,18.42,57.7,Low,63.9,Mixed learners
S1483,Medium,71.5,29.5,9,4,1,45.7,Sometimes,1,5.8,4,0.5,0.715,45.65,46.1,Poor,50.5,Mixed learners
S1484,Good,78.9,40.5,2,1,4,62.1,Yes,2,0.0,5,4.8,0.789,15.53,91.0,Very Good,68.3,Quiz-focused learners
S1485,Good,84.6,24.2,7,3,3,59.9,Sometimes,0,1.4,3,5.2,0.846,19.96,52.3,Low,60.3,Mixed learners
S1486,Very Good,100.0,35.4,9,4,5,65.1,No,0,11.3,5,4.4,1.0,13.03,51.9,Low,72.2,Quiz-focused learners
S1487,Poor,44.0,39.5,0,2,1,32.0,No,2,20.0,8,3.3,0.44,32.01,55.8,Low,60.4,Mixed learners
S1488,Low,52.1,46.1,6,3,2,53.9,Sometimes,2,7.3,3,0.8,0.521,26.93,39.4,Poor,55.5,Mixed learners
S1489,Very Good,100.0,58.0,3,1,3,70.3,Yes,1,10.3,7,5.2,1.0,23.44,89.0,Very Good,91.2,Mixed learners
S1490,Very Good,92.3,44.0,5,2,3,57.1,Sometimes,0,14.7,7,7.1,0.923,19.04,62.9,Medium,75.6,Mixed learners
S1491,Medium,69.6,49.7,6,2,2,59.4,Yes,1,2.3,3,3.4,0.696,29.68,55.6,Low,54.5,Mixed learners
S1492,Good,94.3,40.3,4,1,1,58.5,Sometimes,1,10.6,2,5.3,0.943,58.46,38.6,Poor,66.4,Mixed learners
S1493,Low,60.2,45.4,3,2,4,40.8,No,0,2.8,5,1.7,0.602,10.2,59.1,Low,55.9,Quiz-focused learners
S1494,Low,79.6,22.8,5,0,3,49.7,Yes,1,14.1,3,5.3,0.796,16.58,35.2,Poor,56.0,Mixed learners
S1495,Medium,80.4,30.2,2,2,1,42.0,Sometimes,0,9.1,8,3.8,0.804,42.02,79.4,Good,68.1,Mixed learners
S1496,Medium,71.1,34.5,2,2,4,55.8,Yes,1,10.1,5,3.1,0.711,13.94,61.9,Medium,68.5,Quiz-focused learners
S1497,Good,100.0,38.9,7,2,4,50.4,Yes,0,2.5,3,3.1,1.0,12.59,57.5,Low,76.0,Quiz-focused learners
S1498,Poor,50.2,21.8,2,2,3,32.7,No,5,12.9,2,3.8,0.502,10.91,36.2,Poor,35.0,Mixed learners
S1499,Very Good,99.9,25.6,7,2,3,48.4,No,4,22.6,7,5.2,0.999,16.12,65.0,Medium,65.1,Last-minute learners
S1500,Very Good,96.4,31.1,6,3,3,62.7,Yes,3,0.9,3,2.1,0.964,20.9,78.4,Good,70.6,Mixed learners
